"","logFC","logCPM","F","PValue","FDR","Significant"
"ENSG00000136826.15",-2.45214892166447,6.77776654983993,367.896824109277,1.30942859098377e-62,9.54298885219382e-61,TRUE
"ENSG00000116833.14",-2.30962530803644,3.88553988877886,367.444457886827,1.59338903565744e-62,1.15658286869368e-60,TRUE
"ENSG00000278535.5",-2.32614945369121,5.71006792404267,367.034237278221,1.70003697485251e-62,1.22905873133937e-60,TRUE
"ENSG00000287750.1",-2.42884638458337,-0.833783098469269,336.301089520553,3.05920282791601e-62,2.17685165006905e-60,TRUE
"ENSG00000167434.10",-5.11565013313986,5.70975534277954,364.226326529499,4.04730236540072e-62,2.8686644295001e-60,TRUE
"ENSG00000256612.7",-3.05355449774061,0.172266127799836,350.812190738064,4.56576941635348e-62,3.22350454809269e-60,TRUE
"ENSG00000198417.7",-2.9364372355981,3.93179442565179,362.944095420824,6.11473751351457e-62,4.30030217195573e-60,TRUE
"ENSG00000135842.17",-2.94584537541597,4.530942777644,362.086835288394,7.60956394883183e-62,5.33082398492971e-60,TRUE
"ENSG00000158445.10",-3.06667413346652,0.100855056280871,348.498381287765,9.2960431028845e-62,6.48713061936426e-60,TRUE
"ENSG00000130176.8",-4.16726644992744,6.8223254758114,360.756623760362,1.09283981401047e-61,7.59604837486932e-60,TRUE
"ENSG00000138678.11",-2.45542832027352,3.47179713880822,361.058511266825,1.09691746477863e-61,7.59604837486932e-60,TRUE
