"GeneSymbol","logFC_COAD","PValue_COAD","FDR_COAD","logFC_READ","PValue_READ","FDR_READ"
"NXPE1",-2.22682066818819,5.93906245443177e-20,4.05066470948678e-19,-2.17932754201662,2.4735852223617e-06,1.39527208875965e-05
"NXPE4",-2.87132324726848,2.1201655036175e-25,2.17232830569063e-24,-2.74270760266757,1.85812406665988e-08,1.71381582082407e-07
"NXPH4",5.79387453691799,1.43958653036887e-16,7.52867099244414e-16,4.56836484581046,5.69804652683556e-05,0.000223103980352677
"ODAM",2.22332241191752,3.55908837966191e-08,8.79745122729886e-08,2.54148235734201,0.00326401669195055,0.00764433391746548
"OGN",-3.64616571331506,9.94702728319272e-43,2.91381800836994e-41,-4.79881163422818,8.67640472146129e-26,8.68658374376021e-24
"OLR1",3.85841819696658,1.26298331574482e-19,8.41709456075661e-19,3.48298922179244,9.62772367042099e-06,4.62569533237573e-05
"OMD",-2.03947871928853,6.27229915203947e-16,3.12818804839849e-15,-2.98460517326887,2.84452873271958e-10,3.85895529288929e-09
"ONECUT2",2.74117712539736,3.50063928274123e-15,1.64083387957119e-14,2.91278707806357,3.35407155062878e-06,1.82533605401817e-05
"ONECUT3",6.9054315715172,1.52010457473182e-13,6.19210504478317e-13,6.96116664088192,0.000999221765957296,0.00271193774520918
"OR52K3P",2.10418739400215,1.9681017209709e-09,5.44155889625638e-09,2.11570407510334,0.00219488440038999,0.00540978178233929
"OSM",2.24579097375716,1.06372625510681e-10,3.33144833387637e-10,3.23649362337127,0.00028994695065966,0.000925073758727394
"OSR1",-2.2192955334246,1.73691966924282e-28,2.15316091233846e-27,-2.49772129601615,7.06584823923835e-10,8.78134995113664e-09
"OTOP2",-8.37056278785644,1.29870344083508e-243,2.34727659896533e-239,-7.44314282111632,2.22228576718278e-58,9.95639580842064e-55
"OTX1",5.7034599593806,6.17026679024262e-47,2.24389138766288e-45,5.30094802935561,5.87142746469591e-12,1.06070414914128e-10
"OXTR",2.88676064173316,1.63749666220951e-29,2.17778621580387e-28,2.64019570219066,1.08680316414173e-10,1.59644258234295e-09
"P2RY1",-2.42937089378264,1.37470685895904e-53,6.78864802426931e-52,-2.67862481321854,5.24638713891453e-19,2.44845062282519e-17
"P2RY14",-2.54262887181603,3.89867382026483e-56,2.17483427862551e-54,-3.02095194241605,4.57689942149232e-28,5.98705215566159e-26
"PABPC1L",3.04050428720483,2.59140744250373e-29,3.40633440842272e-28,3.76294651956372,3.86831293236953e-12,7.15108630153047e-11
"PADI2",-3.23724973120644,6.38252871816644e-55,3.43326857298037e-53,-3.07152421052467,1.5511791651414e-17,6.16378754290446e-16
"PADI3",5.2237223735589,7.86170638153198e-13,3.00724827809119e-12,4.88171201588236,0.000494077247018495,0.0014674110612891
"PAH",5.74236798956979,8.12997684039156e-20,5.4910762859954e-19,6.06545325548222,5.37876801624386e-06,2.76911524329521e-05
"PALM3",2.86688460598622,9.82076525481294e-14,4.07017911523708e-13,3.19924636378213,6.18880976602175e-05,0.000239338929255235
"PAPPA2",-2.11433727438779,8.06756735606465e-24,7.40168590830013e-23,-2.86763561316137,5.96232828605382e-14,1.44198225660419e-12
"PAQR4",2.09721775316758,1.59766300283934e-32,2.6467608719815e-31,2.24789009050166,3.58655566034722e-10,4.72955584908627e-09
"PCAT1",3.51405862233715,1.00821639210307e-25,1.05760319622001e-24,3.24479466075906,4.74025349677181e-11,7.34862308958889e-10
"PCAT14",5.60168947588593,9.77606873017406e-12,3.39141393913946e-11,6.21699599541296,0.00109010140196472,0.00292977012966552
"PCK1",-2.74515385637424,2.47778929774276e-33,4.31856931218927e-32,-2.63141474594498,1.55813183230748e-08,1.46425173396866e-07
"PCOLCE2",-2.91092300511984,8.77632053841778e-34,1.58148771098069e-32,-3.80528130930117,4.56556194490565e-20,2.4206933613803e-18
"PCP4L1",-3.83487052570747,2.83096375156202e-86,5.22110600466652e-84,-3.64470042130216,2.81768147412387e-22,2.00379641657833e-20
"PCSK5",-2.53627676434092,8.02599005222158e-61,5.37265719273529e-59,-2.11764954608842,4.50109746757187e-11,6.99602495371687e-10
"PCSK9",2.78607760619042,7.1438277604215e-22,5.66553501280642e-21,2.64396314503774,7.78594446770287e-06,3.84068017631993e-05
"PDE2A",-2.59237140629651,1.13815946625618e-65,9.52365471903433e-64,-2.91218180772925,2.84564214271306e-30,4.99968165093732e-28
"PDE6A",-3.45566319471505,1.61259327015182e-66,1.39454596960402e-64,-2.93183941946701,1.38466444336617e-13,3.20188019220196e-12
"PDE9A",-2.56440334251251,1.58661440733082e-53,7.79251869513511e-52,-2.56172722629591,3.1057614385637e-17,1.19182763898287e-15
"PDF",2.28456408626835,2.34171555017527e-11,7.81898519376831e-11,3.43110507509706,0.000242226100319954,0.000790986505800638
"PDK4",-3.26169213173012,6.44350523716463e-79,8.82272073155406e-77,-3.45321585547337,6.74221644614639e-33,1.58983238067618e-30
"PDLIM3",-2.00859639253478,1.73673746178167e-27,2.01604321671431e-26,-2.51999330999544,6.45235296891596e-14,1.55211567189185e-12
"PDX1",4.78738333836438,2.43892816634342e-44,7.81581341817214e-43,4.5999630396288,6.11390885287979e-14,1.47664906404931e-12
"PDZD4",-3.14805588608248,1.01806982891379e-68,9.73576406761265e-67,-3.45237322278498,3.09238017755297e-26,3.29872292630517e-24
"PDZRN4",-3.90737217155762,1.29030660942135e-69,1.26059468425305e-67,-5.01266886197865,2.10659808709119e-35,6.08908779334858e-33
"PEG3",-2.55010369655667,2.56138350591077e-47,9.46716676601866e-46,-3.65988482691343,2.37651453813335e-38,8.69173817099752e-36
"PENK",-2.91441586145539,5.23843316325194e-36,1.0578708490795e-34,-3.72823302218545,3.46176106353417e-20,1.87994606119988e-18
"PGC",5.1146410591445,1.07237231859243e-15,5.23132450370841e-15,4.16487852654402,6.42470201177303e-05,0.000247234452980426
"PGGHG",3.13300350396684,1.42336829818698e-22,1.18389133094484e-21,3.47515784191581,1.22338784475556e-07,9.48694658843112e-07
"PGM5",-3.34425439273396,1.55712507373123e-50,6.78156110424537e-49,-4.38020727341812,2.61562901010975e-27,3.16720861420113e-25
"PGR",-2.17305172597541,1.92625480478244e-25,1.97813234895669e-24,-3.50198109214947,2.1627558489409e-26,2.3778372741638e-24
"PHLPP2",-2.61608082150621,7.51919523310205e-115,4.85364052296738e-112,-2.03198350527171,5.28894739341184e-24,4.23139402845239e-22
"PI16",-4.38424736924707,1.9585248398625e-74,2.21239862222968e-72,-4.07275610445266,1.47483070190975e-16,5.17229765340989e-15
"PIANP",-2.27435850105888,6.46814309004596e-43,1.9070998076589e-41,-2.35019502696009,8.18170849603115e-18,3.36294490727923e-16
"PIRT",-3.95310654015358,7.20188978353872e-105,3.02713851041114e-102,-4.51053688827147,7.02781452187384e-49,9.68811261896162e-46
"PIWIL1",5.07540074291281,4.36470176008584e-16,2.20664670242773e-15,2.42599669350551,0.00145536145733078,0.00378157643567128
"PKHD1L1",-2.93206113321633,1.70403442853866e-61,1.17552359776365e-59,-3.71479584079112,6.92020804992097e-38,2.43170683260066e-35
"PKIB",-3.87429639359514,9.85687097397909e-87,1.85576131233019e-84,-4.00447678925502,1.46305534822026e-34,4.03375613776236e-32
"PKMP1",2.48182417429886,2.86135583543812e-09,7.80385474116623e-09,3.15176483896012,0.000361849211080195,0.00112172629506455
"PKNOX2",-2.61682872422374,1.03440041491118e-70,1.05032320781487e-68,-2.8815215810034,1.57715729099259e-29,2.50125980636091e-27
"PKP1",3.99374168534176,2.14178550316967e-19,1.39749571062414e-18,4.41906077731906,6.1690977485739e-09,6.31390067117036e-08
"PLA2G2C",-2.83445952017714,6.43515907182939e-68,5.96456743919202e-66,-3.90874852981796,8.17873979770546e-41,4.18774845470513e-38
"PLA2G3",4.43397016152168,2.16758118435171e-14,9.53672403261264e-14,4.60577113257754,0.000371924541899363,0.00114957911613979
"PLA2G5",-2.29574423780968,2.78021034563213e-37,6.10565270801399e-36,-2.88462802490988,7.72952366065029e-16,2.43446034310218e-14
"PLAAT2",-3.31418701592232,4.13038024749961e-66,3.53803282432739e-64,-2.27804978166693,4.64653418536412e-10,5.98637952091376e-09
"PLAC1",2.51688812448465,3.71867752402339e-12,1.33913882385333e-11,3.68377148671124,3.64283425612444e-05,0.000150630440018473
"PLAC4",5.83799194280492,3.65894268953421e-16,1.86129271518833e-15,3.50327796755611,2.73740496224484e-05,0.000117193106374557
"PLAC8",-2.9961132465201,2.28574197251121e-46,8.05311898853171e-45,-2.51741983655689,2.61772878963299e-09,2.93201985243831e-08
"PLAC9",-2.56056174289396,2.67238085013235e-87,5.25006646579262e-85,-2.65416821496532,1.04773002085569e-23,8.19928808024228e-22
"PLAU",2.25723025631172,8.88329118600776e-25,8.74015268894416e-24,2.12129084378464,2.56781160168437e-07,1.85331259419193e-06
"PLCL2",-2.32550304358955,1.05962719136326e-46,3.81508005113536e-45,-2.39855451984615,1.51406663235011e-15,4.63822019117031e-14
"PLEKHG4",2.04482188212808,1.9725484619447e-25,2.0222258026766e-24,2.66305078717965,1.41585466290027e-11,2.38454429417317e-10
"PLEKHN1",3.46573722018274,1.65874646595166e-45,5.61426659655625e-44,3.57282538228104,1.71614934405465e-13,3.9029330450258e-12
"PLIN4",-2.68470940875771,1.15242507803794e-15,5.59767021243154e-15,-4.10699671908,3.01336543715842e-15,8.80954681881177e-14
"PLN",-3.32608847068771,3.00548056111648e-46,1.05477777983727e-44,-4.43258191876347,8.415392788087e-25,7.57850523393503e-23
"PLP1",-5.17404043004533,3.81025653461263e-128,3.44332883032943e-125,-6.47467181721747,2.14769984681995e-60,1.28296429849535e-56
"PLPP4",3.03059836743303,2.93347988687532e-16,1.50154957449404e-15,2.28793232371904,0.000793358201186242,0.00222326385042356
"PLUT",5.74574617679448,6.90337377267762e-28,8.24663434020986e-27,5.23740076310208,2.0602990033634e-08,1.88573127881897e-07
"PNCK",-3.36717007511158,1.08671680050756e-48,4.28849769702482e-47,-3.65088490003764,6.02749973689341e-18,2.50623718758392e-16
"PNLIPRP2",-2.2540803886205,7.62664958638756e-18,4.43942237115519e-17,-2.49021501027639,7.63409252261565e-08,6.17933929981008e-07
"PNPLA3",3.71956908004136,1.68399497461107e-17,9.51438736202577e-17,4.01351056469759,0.00015893819189543,0.000548388782625724
"POLR2I",2.06467745331094,3.19658856632879e-11,1.05179577185193e-10,2.02153165360404,0.000425218063458894,0.00129005128072572
"POPDC1",-2.65404756080298,3.9744678296419e-51,1.77369213710982e-49,-3.40293496219792,4.35711263993514e-28,5.74145703090277e-26
"POPDC2",-3.18332091086918,2.63588503070249e-73,2.86993891836848e-71,-4.03299918307748,1.52132662238513e-39,6.05859875550308e-37
"POU4F1",2.64897150724443,3.74998278211438e-12,1.3498743040019e-11,2.97456323957189,3.8472364789021e-06,2.05871379332352e-05
"POU5F1B",4.65807780531485,3.70511407470728e-30,5.18715970459019e-29,5.13738262968138,1.1365451766164e-12,2.2606022319803e-11
"POU6F2",3.24134116599023,6.64897661951748e-09,1.75231267747388e-08,5.04081227211767,0.000110689156511402,0.00039872570328459
"POU6F2-AS2",2.46948609711784,3.29404882832792e-07,7.43650243857093e-07,3.76639726654839,0.000955812599985393,0.00261231151360187
"PPBP",8.93631070631162,6.04292777363025e-13,2.33725393923803e-12,7.10667092880912,0.000298701446934934,0.000948782103956211
"PPM1H",2.35720503718998,7.34552525598182e-53,3.54981346194159e-51,2.15045193711931,1.29502317260473e-12,2.55314744513194e-11
"PPP1R12B",-2.55456733958409,4.37121245814116e-50,1.87216336418112e-48,-3.46779001247423,2.63147642044128e-30,4.66917712185428e-28
"PPP1R14A",-2.49605829061825,9.56695069640321e-46,3.28732066324699e-44,-2.72761724964554,9.41996146893733e-18,3.86304644130036e-16
"PPP1R14B-AS1",2.33385542968565,4.88316016831946e-15,2.26477384865809e-14,3.2578378050542,2.25565292165595e-06,1.28752048925063e-05
"PPP1R14BP2",3.00699120317872,1.49042246027051e-10,4.61502407862414e-10,4.2056516878253,0.000119019415839121,0.000424467054975699
"PPP1R1A",-3.3093289889412,1.4879749191308e-48,5.84644754095002e-47,-3.57567903393486,3.20529933800674e-14,8.18264521886307e-13
"PPP1R3B-DT",2.8721216419669,4.40519533303751e-21,3.30097431381923e-20,2.51738476320206,4.93539762680798e-05,0.000196680588992719
"PPP1R3C",-2.10639956181145,4.41895946487602e-28,5.33878832674928e-27,-2.661336513561,5.56862413704472e-12,1.00905271142546e-10
"PRAME",2.57878662847688,1.17391251870304e-08,3.02671824009113e-08,4.50520121102611,0.00015986266164127,0.000551366196934798
"PRC1",2.18263934390711,2.76739823974587e-16,1.41894910028842e-15,2.2830401844436,1.02194537610127e-05,4.87211574490846e-05
"PRDM13",3.98497262401329,4.49734974971995e-13,1.76246963088548e-12,4.15935758431572,2.02851957472918e-05,8.95837833876829e-05
"PRECSIT",2.07605157287375,2.04998899438665e-22,1.68543789514383e-21,2.09559610540488,1.39342108219162e-07,1.06442878149855e-06
"PRELP",-2.54231552909485,4.01609543465948e-24,3.77270836206006e-23,-2.58633052886884,8.24732224294648e-08,6.63078788316931e-07
"PRIMA1",-4.48177154182591,4.5206387870606e-84,7.70811560729559e-82,-5.44877528138143,1.56876394261403e-51,3.12375762395401e-48
"PRKCB",-2.28515660189372,2.00419602791617e-38,4.70439467643595e-37,-2.97627359025695,9.18798986617209e-24,7.2218406312136e-22
"PRKCG",3.60749583085463,1.79499783984917e-14,7.94387633629624e-14,3.85118827636071,0.000175444232065386,0.000598085615910935
"PRKG2",-3.96316650528647,2.87208396969231e-130,3.24437785426367e-127,-3.45501963603991,3.08632907525925e-34,8.13383872907662e-32
"PRPH",-3.40419205681016,2.49564790461156e-82,3.95669651122363e-80,-3.2748698496622,5.01063895500466e-19,2.3568414885207e-17
"PRR36",4.11900618282028,3.71598527811874e-28,4.51059220394346e-27,4.04318898661183,1.66650848138822e-08,1.55468498151787e-07
"PRR7",3.5457865917076,1.44631372515078e-34,2.70048287896438e-33,3.850547707118,2.59473344699964e-08,2.31574791352991e-07
"PRR7-AS1",2.58930729990377,5.72277645628438e-30,7.8716485289866e-29,2.38768052669011,2.11407857268699e-08,1.92512205798392e-07
"PRR9",7.99436469472234,1.26848678452596e-10,3.94742254537227e-10,6.51904690968778,0.000661870628805941,0.00189116446728815
"PRSS1",5.06190840505425,1.85982615987107e-12,6.86991580083992e-12,3.36703516557836,0.00365510448458464,0.00845310717102095
"PRSS2",4.99104512878947,3.62076195278057e-08,8.94622714074586e-08,8.98518261326517,8.81478600906373e-05,0.000326249029468053
"PRSS22",4.1251217752823,4.40147493922659e-44,1.38834656285482e-42,2.62533985860509,7.08908414740464e-08,5.76945853794907e-07
"PRSS33",4.44697820349011,4.11437498305688e-14,1.77097436160443e-13,6.07581251470651,1.89096138066798e-05,8.42983057287335e-05
"PRSS51",2.98257268561811,2.0132553097243e-12,7.40940266095643e-12,3.2705353633571,7.86134028859652e-05,0.000294426498039578
"PRSS56",9.48199767950494,5.26992395225431e-11,1.69662638961604e-10,9.06545781267548,0.000402502048907965,0.0012311382861375
"PSAT1",2.7555241606872,1.94854388214349e-35,3.82388513853002e-34,2.79273035287232,1.28920911653957e-08,1.2318815846628e-07
"PSD",-3.44179604545458,5.59135485735002e-57,3.24945812513647e-55,-4.26045254475015,2.38559097397457e-26,2.59104096027869e-24
"PTBP1P",2.42802820012839,2.44206633917395e-14,1.06975053354896e-13,3.01470960094372,3.0004625498882e-05,0.000127118887367722
"PTCHD1",-2.68857148790375,8.97219067954837e-30,1.21470692391129e-28,-4.08297296347017,2.58144320943638e-24,2.16177774562193e-22
"PTGES2-AS1",3.038641228979,1.27436770216538e-31,1.96875640511814e-30,4.18920027115565,4.0562460974186e-11,6.36532279438168e-10
"PTGS1",-2.86906656668715,1.62381754575111e-79,2.27510684665935e-77,-3.14644149208556,2.92109864178788e-31,5.88191109657085e-29
"PTK7",2.12058683072106,1.51868197017375e-18,9.27319524625689e-18,2.16499081465092,2.41998289738222e-07,1.75882647285391e-06
"PTN",-2.54861803502875,2.25321455874484e-58,1.37119865100183e-56,-3.17604621435555,7.3340300687955e-30,1.22834722301761e-27
"PTP4A3",2.25453049487759,6.00786167378469e-18,3.51525062777548e-17,2.66124561786777,3.4411096261341e-07,2.40300096355063e-06
"PTPRZ1",-2.96989650994785,2.31440905913974e-43,6.97177155581528e-42,-3.00976930152853,4.06210515777968e-09,4.33831862530213e-08
"PURPL",4.52050443675011,1.82087251943967e-13,7.36087003273377e-13,3.66619158089005,0.00092632725924164,0.00254261155044715
"PVT1",3.24321868348398,9.64446421828477e-36,1.92399609581986e-34,3.0713605610892,2.37725477653485e-15,7.10046380838017e-14
"PYDC2-AS1",7.60189871240948,8.05798006009595e-14,3.37207528608878e-13,7.58572651102816,0.000269221745822464,0.000866353547653864
"PYGM",-3.82240261798463,1.36059188870628e-89,2.99894363371675e-87,-4.40810320209515,2.24938618684772e-44,1.55043268671146e-41
"PYY",-5.97355608952196,3.93613655439016e-103,1.48211941841766e-100,-5.52894158516879,4.6738873864368e-26,4.92710210896082e-24
"R3HDML-AS1",2.10198219098826,5.10557251396725e-14,2.17739777294583e-13,2.28613020521937,8.76468945738119e-07,5.53850492826969e-06
"RAB5IF",3.37470174596796,8.62477820230213e-13,3.28592414056511e-12,4.6316522394184,6.86462106485103e-05,0.000261635206514665
"RASL10B",2.30072506204463,4.10008767368819e-11,1.33426331678503e-10,2.20951638307626,0.000942331626631017,0.00258061202335795
"RASSF10",2.40979612757283,5.55256872448349e-13,2.15728992102998e-12,2.27619066934598,5.78005182214886e-05,0.000225919975364732
"RBFOX3",-4.81955933966453,1.52772847506641e-104,6.13603654630005e-102,-5.03414238423528,5.86084759946111e-45,4.56661955782359e-42
"RBPMS2",-3.39902536347598,1.83493933624075e-64,1.4609997164412e-62,-3.60965784862185,1.78470289925655e-24,1.56782650282238e-22
"RDH16",2.26932928327812,4.39416154042375e-16,2.22029845349787e-15,3.97867737102703,0.000692867603250146,0.00196905809036566
"RECQL4",2.2815099483861,6.39832464164617e-29,8.21330394695403e-28,2.60507315195711,4.94831656021237e-09,5.17983534319894e-08
"REEP2",-2.27476461461276,3.01990051890227e-36,6.20246386120905e-35,-2.66046564667121,5.23307104143357e-19,2.44845062282519e-17
"REG1A",2.0270328304883,0.00365425509462659,0.00542257853696888,9.04156267247625,1.33143695431405e-05,6.14490900290034e-05
"REG3A",3.31554988235749,3.09095852345854e-05,5.76829988156836e-05,10.2276147145346,1.61993446793415e-05,7.3199308118628e-05
"RELL2",2.16513642610696,5.80551374453256e-20,3.96107419474071e-19,2.44892998736421,2.24286832020948e-08,2.03295649622306e-07
"RELN",-2.4781121462682,7.67647707283876e-32,1.20857706110181e-30,-2.88482322893453,7.34497178674984e-12,1.30068418369905e-10
"REN",2.26589940069251,2.35872381092826e-07,5.39298850837664e-07,2.64719160170982,0.00551821465627408,0.0121013123904904
"RERG",-2.14077747982349,2.669338996825e-30,3.77804487303172e-29,-2.81009016963695,9.62809586781854e-17,3.47873197675758e-15
"RGMA",-2.38068815450619,6.98181913376947e-32,1.10305418727054e-30,-2.62070916312721,5.957640239603e-14,1.44198225660419e-12
"RGS13",-2.00257015228315,7.72011711136204e-20,5.22205825863614e-19,-3.8513248871662,5.01600923032837e-31,9.77085884964291e-29
"RHCG",2.56444683689904,6.22426799360884e-12,2.19549999446694e-11,2.13453621943396,0.00223999131698175,0.00550279429631665
"RHPN1",3.35322479870121,4.26526809554027e-39,1.04035702508495e-37,3.48337757637287,2.86959662576093e-11,4.59161081520193e-10
"RIC3",-2.6471180058914,1.2820378007228e-47,4.79742261082067e-46,-3.55081525101005,2.35184249176951e-30,4.25731002979812e-28
"RIPPLY3",3.69912956821465,8.37553887029743e-21,6.1361771196496e-20,4.11313206793349,9.58590014038671e-09,9.45453585117613e-08
"RND2",-2.08318173675994,2.84252645743068e-34,5.22643165733491e-33,-2.68388215778641,1.06629133510063e-21,6.99963626972104e-20
"RNF112",-2.03543900876981,3.93944306430261e-35,7.62328628952949e-34,-2.65958455541984,3.68057578255168e-28,4.95936831572246e-26
"RNF150",-3.03568633737468,1.50479005736444e-49,6.26672246470158e-48,-4.20906162980651,1.99845041735825e-31,4.16444534063689e-29
"RNF152",-2.72198348106027,3.4099806316663e-59,2.15496468310268e-57,-3.1135790588236,2.18205902373154e-26,2.3844316929447e-24
"RNF182",3.56858638112956,1.23110292849968e-11,4.23102383147048e-11,3.35696074106887,0.00109849082535988,0.00294789668782185
"RNF183",3.29227590447665,1.44640191245807e-29,1.93217059613948e-28,3.95676466863982,1.71412329612978e-10,2.42836392015351e-09
"RNF224",2.03181962683577,1.11471409707243e-13,4.59658022132857e-13,2.55009262588385,1.29003813808202e-05,5.98621788518072e-05
"RNF32-AS1",2.16269918270288,1.40157258661058e-24,1.35465363264169e-23,2.19168136514886,1.19772096745619e-07,9.31612736882916e-07
"RNF43",2.45651563530327,5.81936686751622e-29,7.49139862987807e-28,2.71025702664879,4.96498252609788e-15,1.39802599524161e-13
"RP1",5.40288952936677,2.92390278299742e-19,1.88805355126457e-18,3.81384669489282,4.52290080441115e-06,2.38046711647143e-05
"RPL10AP12",4.4255679424409,4.44849077157309e-10,1.31118757673536e-09,4.15149623192336,0.00181755884591966,0.00458702606361445
"RPL11P3",3.6704404728345,1.30856116816003e-11,4.48443961951541e-11,3.69271373378045,0.000557374321885976,0.00162523677554809
"RPL12P47",4.18329755925747,2.12321324073385e-10,6.45499682304854e-10,3.79336085916858,0.00159456052388463,0.00408638912462984
"RPL13P12",2.22179140546499,7.69199872718018e-12,2.69167831548992e-11,2.64241986066918,9.45272993319821e-05,0.000346936563261678
"RPL13P2",3.7082297679545,1.11270634766999e-11,3.83432879462105e-11,4.25556016116958,0.000176035813453871,0.000599532081510227
"RPL15P22",2.96812879466416,1.05427991105893e-10,3.30325726823027e-10,3.07064728267517,0.00172284301375602,0.00437447855618045
"RPL18P13",3.67379589588951,3.73072350103147e-10,1.10721012409922e-09,4.12205434241879,0.000405918156848583,0.00123968290539936
"RPL23P6",2.17103496696947,8.50896528931369e-11,2.69194886467803e-10,2.63262903314778,0.00020256889670451,0.000677915443107662
"RPL28P5",4.61247580438198,3.28899129455053e-13,1.29906531157575e-12,3.59488860672684,0.000765626843477017,0.0021556635761118
"RPL30P4",2.81630449515464,3.43275565198909e-08,8.49679891181195e-08,3.25268535757956,0.000835841791401716,0.00232811948145946
"RPL31P61",3.36740538817343,3.73743714071714e-08,9.22190291895176e-08,3.70911477079343,0.00212614265087356,0.00526279039313606
"RPL34P31",3.64626006426091,1.05435936596329e-10,3.30325726823027e-10,4.55278172955507,0.000551590874437335,0.00161257097239665
"RPL35P2",6.50086759491336,3.21341771223414e-11,1.05656379354047e-10,6.44851106454725,0.000876039941509865,0.0024276344196379
"RPL36P14",2.63120116184393,3.76078592391694e-09,1.01390878265028e-08,3.38078333306915,0.000425057009876012,0.00128978101489807
"RPL37AP8",4.74651255924033,2.68349451976e-12,9.79234402385265e-12,5.32301833384349,0.00046915300505916,0.00140549832893099
"RPL37P2",2.27835770769574,2.16909570037515e-13,8.7139888171995e-13,2.42306275326124,6.56505429646704e-05,0.00025204014148883
"RPL38P2",5.00958043791958,1.63876127973045e-10,5.04754113323928e-10,5.85034021454841,0.000435940498814191,0.00131945442986812
"RPL39P40",2.06908784499535,8.74164957075401e-13,3.32974866895275e-12,2.21092619274562,9.8999863715078e-05,0.000361707758947587
"RPL3P7",2.24548382811738,6.06058874126573e-09,1.60285456408599e-08,2.98388169448733,0.000354737578462894,0.00110158588522501
"RPL6P13",2.36687688053096,1.06260102338365e-07,2.5167672515576e-07,3.22401879817477,0.000564075555729622,0.00164183823846525
"RPL8P3",3.77563230371509,1.75836387991392e-12,6.51243212409104e-12,3.71927046333627,0.00011878126414742,0.000423702037178724
"RPL8P4",2.31101356578443,1.06482841555235e-09,3.02415285711709e-09,2.50753629885148,0.000369665331228317,0.0011439772752448
"RPLP0P2",2.10346322819188,1.48893362899152e-17,8.4492892968266e-17,2.26300870115454,9.86063799467326e-06,4.7236699679909e-05
"RPS10",3.6283258770952,4.05552154727344e-21,3.05033276926426e-20,3.93427862683214,1.50252088789787e-06,8.97555894400594e-06
"RPS11P5",2.5590874429412,9.19224029681275e-12,3.19501059854988e-11,2.52592054030424,0.000755428889053326,0.00212929240653109
"RPS14P8",2.25367329176929,1.16369816900366e-07,2.74578077109297e-07,3.64973681897954,0.00050785886191035,0.00150162327409592
"RPS19P1",3.65050012979297,2.6566913233825e-13,1.05787704293491e-12,3.80750674590319,0.000219616528569436,0.000727183436990169
"RPS19P3",2.13805082692512,2.37365286583897e-11,7.91977144123565e-11,2.68993768952504,0.000109250031745771,0.000394254897083359
"RPS19P7",3.0787675528898,6.61543259007553e-10,1.91983507760156e-09,3.35215015859818,0.000361309260739339,0.00112049057631068
"RPS3P4",2.46713252497335,6.78252628873071e-11,2.16662036307032e-10,2.55283435546503,0.000402918637779237,0.00123220220266923
"RPS3P6",2.48664892167706,1.60218133550965e-09,4.46948996110532e-09,2.88536560188206,0.000705953845269616,0.00200275429176457
"RPS4XP3",2.48570500956518,4.97093335205741e-10,1.45875384648621e-09,2.89332267955609,0.000626176069798077,0.00179892615371134
"RPS4XP8",2.41497316490504,4.36959564662147e-07,9.74892873929595e-07,3.14047035855687,0.00413171177793138,0.00941082953384701
"RPS5P8",3.93442053391581,7.19644807969685e-10,2.08076471912399e-09,4.06276073693548,0.00105529664647792,0.00284604532754414
"RPS6P25",2.66486557496008,2.44908828418417e-12,8.95686395150641e-12,2.65492142164269,0.000372936545730054,0.00115230962690143
"RPS6P26",3.12441819348498,8.980220042757e-10,2.57183484475979e-09,3.68797896882247,0.0017387549795573,0.00441113080246977
"RPSAP71",6.37565546403873,4.70624194087337e-16,2.37201943221822e-15,6.92078128401412,1.05217522402274e-05,5.00027371777024e-05
"RSPO2",-3.53766528868176,5.2929787167278e-57,3.09596431476175e-55,-5.54749931291309,7.72099438765851e-57,2.3061323403538e-53
"RUNDC3B",-2.39215320306075,6.36131602028569e-49,2.56067763364462e-47,-2.39542901511869,2.88542726596688e-16,9.75655510064008e-15
"S100A2",4.35820318877027,2.99732282301976e-24,2.83631480121775e-23,4.84203088060256,2.3253241771656e-05,0.000101121413683535
"S100B",-2.31898001530507,2.26974506546396e-44,7.28656701832958e-43,-3.1223957855195,1.46684130806943e-26,1.64295394261952e-24
"SAA2",3.12720788710189,3.02607659512108e-11,9.98417458565505e-11,6.18164791547589,0.000212907025858456,0.000708148999704788
"SALL2",-2.16615410636562,1.00178153078496e-38,2.38553351612745e-37,-2.37746316102654,1.83372354978142e-17,7.22245268915009e-16
"SALL4",4.90595833711174,1.15739714095555e-41,3.24322417451639e-40,5.77192768732845,5.79767044887452e-17,2.16458441904751e-15
"SAPCD1",2.269223678804,2.98051546405921e-20,2.09203248533616e-19,2.25605469301803,1.79366753384043e-06,1.04670517336224e-05
"SAPCD2",2.24068435816551,1.36599742890014e-32,2.26712924976502e-31,2.17446405233776,1.99383630061398e-08,1.83238668427196e-07
"SAXO5",2.57419014272048,1.43189289151012e-26,1.56848679522145e-25,2.43182404920757,4.47843115821768e-09,4.73583827593807e-08
"SCARA5",-4.78065761731521,1.11072006681536e-105,4.77979868752877e-103,-4.48730935218663,7.00277410528141e-28,9.02854062883081e-26
"SCAT1",3.1262720191121,6.27132091836403e-24,5.80081137556353e-23,3.15870330161638,1.59735066479332e-06,9.47884810058312e-06
"SCAT8",3.08771217902118,4.31938283543653e-20,2.98884094056967e-19,3.20114586418137,6.17943089041825e-06,3.13094659279575e-05
"SCD",2.37807780481358,2.88754451347075e-30,4.07412018239425e-29,2.22106441115264,2.16186511621724e-09,2.4645537371329e-08
