"","logFC","logCPM","F","PValue","FDR","Significant"
"ENSG00000186469.8",-2.48760453384418,3.23493286696915,151.893195113409,1.1148570913215e-25,1.09776669964685e-23,TRUE
"ENSG00000182253.15",-4.79243731217668,5.90677653999036,151.275772245969,1.28157882960192e-25,1.25503684181945e-23,TRUE
"ENSG00000162461.8",-2.98304982350447,0.777371701815561,151.396251407862,1.35111504565305e-25,1.31594199636675e-23,TRUE
"ENSG00000119919.11",-2.93906304375254,2.42625676410452,151.34537334769,1.38326632355602e-25,1.33997382618635e-23,TRUE
"ENSG00000066629.18",-2.87978897839008,3.71229786807239,150.864942508527,1.45828699430734e-25,1.40505167876246e-23,TRUE
"ENSG00000240771.8",-2.94459615734414,1.12558664460333,150.905325520177,1.69834373014615e-25,1.62759454481012e-23,TRUE
"ENSG00000125355.16",-3.03563518189139,0.260777045740927,149.208855962562,1.73151496012147e-25,1.65055742554984e-23,TRUE
"ENSG00000104921.15",-3.56703347466241,-0.562633412040378,140.746726696568,1.80380849671366e-25,1.71037312537595e-23,TRUE
"ENSG00000154721.15",-2.84370590364731,2.60247622847811,150.107448117307,1.89883803691681e-25,1.79100402418875e-23,TRUE
"ENSG00000198673.10",-1.90193263190595,-0.476816706812666,145.071437614413,2.66465988000168e-25,2.50017642458168e-23,FALSE
"ENSG00000179639.10",-3.27652162845507,0.170245436547238,146.652817782266,2.71423121269059e-25,2.53342383138688e-23,TRUE
"ENSG00000114200.10",-4.75174567306136,1.76243716514011,148.692964446987,3.03252740137556e-25,2.8158509616607e-23,TRUE
"ENSG00000182916.8",-2.87829051296591,0.979522310976774,148.552298699715,3.18048094335764e-25,2.93801025700578e-23,TRUE
"ENSG00000107562.16",-3.14580690718494,5.07174620422721,147.200090915495,3.9316326799761e-25,3.6132712439924e-23,TRUE
"ENSG00000183690.13",-3.02647568717671,-0.908433981958431,135.748549424772,5.04444895526613e-25,4.61232498608798e-23,TRUE
"ENSG00000170381.14",-4.23430072378965,0.315675457769556,141.704383192888,7.81985864032358e-25,7.11368967985984e-23,TRUE
"ENSG00000151892.15",-3.61250904225821,2.32731667241963,145.078212008983,8.00586885916466e-25,7.24611999116616e-23,TRUE
"ENSG00000198523.6",-4.43258191876347,4.04016004898219,144.553986508878,8.415392788087e-25,7.57850523393503e-23,TRUE
"ENSG00000261625.1",-3.03145106310292,-0.458122939365739,138.793950671147,9.14267817673937e-25,8.19229678026731e-23,TRUE
"ENSG00000232070.9",-2.54053935177376,-0.210662488658718,140.910763855367,9.88505441839107e-25,8.81343583243713e-23,TRUE
"ENSG00000150627.16",-3.32041678766975,-0.93706818274943,132.453175448554,1.09816912990991e-24,9.7427173154037e-23,TRUE
